"Date","Price (Close)","Marketcap Dominance","Volatility","Active Addresses Count","Addresses with balance greater than $100K","Average Transaction Fees"
"2021-09-12","2.5813510389916083","4.099234592246248","1.3645995247164695","","",""
"2021-09-26","2.2082107180348176","3.9326356345240674","1.101344441861006","135672","49114","0.5069045299963397"
"2021-08-21","2.4372780592156897","3.9255218890047066","1.0086985791516532","102763","54210","0.523793051625817"
"2018-01-06","1.0213432592592948","3.914884407015392","4.282635676535492","7036","21033","0.1725585654996176"
"2021-09-13","2.4024892260765354","3.9125383394793385","1.2750713756790468","","",""
"2021-08-20","2.4562892010351645","3.8880289541857365","1.0382571984277664","142976","54332","0.5292037908930386"
"2021-09-25","2.3016285350042427","3.8759034526309355","1.1341415395526373","204241","50695","0.4686348855546717"
"2018-01-07","1.001933290789685","3.864343063663609","4.246949300047348","9521","20539","0.16949821866226614"
"2021-09-08","2.4707714839962","3.8631620576276915","1.3959919354179784","179407","53441","0.5151844834863797"
"2021-09-10","2.383739096695627","3.833121016941794","1.3280367333526262","147388","51538","0.5051323367379578"
"2021-09-09","2.5186027044343744","3.7954962409239585","1.3839986521450347","174129","54583","0.5206319842676621"
"2021-09-14","2.3978718181084577","3.765311133058784","1.2737472893179622","","",""
"2021-09-11","2.6374976395617","3.7650091936531673","1.3989854884363626","167372","55762","0.5513644729109087"
"2021-09-24","2.2795024510292343","3.760009526307557","1.1555549575636561","153647","50304","0.4734160536321123"
"2021-09-23","2.329102074231544","3.749428378605905","1.1421260272050344","121245","50728","0.4825845536174787"
"2018-01-08","0.8876899679169984","3.746280527460978","4.303948740462468","6481","20092","0.1506177426732401"
"2021-09-27","2.1309659607792786","3.73317981098302","0.9453788923406345","136314","48343","0.4493005543614667"
"2021-09-28","2.037295547669072","3.699514498873035","0.9459010381157135","131507","46868","0.42866301005948254"
"2018-01-13","0.876190373468896","3.6919321994270233","4.457088155265466","13505","20524","0.14975722916169895"
"2021-09-16","2.4178381235340227","3.669230479153526","1.2694974807215282","140222","52093","0.5083534750263127"
"2021-09-29","2.0653048617253584","3.6464783225152213","0.9673007993000324","183678","46987","0.41328316049207686"
"2021-09-30","2.115385518165575","3.645103061741597","0.9568154831631777","151376","47792","0.42601342264354175"
"2021-09-15","2.505894226107129","3.622312951635099","1.2745911511846624","140285","53210","0.5188845718878937"
"2021-09-17","2.350284233975022","3.6086570475136175","1.2476659208351049","172740","51046","0.4821813980937674"
"2021-09-22","2.2587093139846246","3.606704902554534","1.0912566111864763","120786","49736","0.46604516091605835"
"2021-09-19","2.2832765891090117","3.593577386780212","1.0918724475939747","145763","50275","0.5061009565127258"
"2021-09-18","2.371071759196976","3.585365927211128","1.2154916213477316","157904","51364","0.5081156731477879"
"2018-01-02","0.7783458200447084","3.572841027727681","4.130384553345071","7085","19410","0.1352135680574113"
"2021-10-01","2.2566145696108473","3.565684266449437","0.9771338688682611","152946","49827","0.45711336679961434"
"2021-09-21","1.9859663391086553","3.55659905411327","1.153822257037853","136345","43192","0.4127848172690888"
"2018-01-09","0.8013747369114614","3.5489344412379245","4.344934854379786","13383","19752","0.13494342054938663"
"2021-08-19","2.4418030967794526","3.543550574506237","0.9945244488606206","118373","53888","0.5244231764797413"
"2021-08-15","2.169200386199072","3.537789347556226","0.9255997523276481","101214","50182","0.46940793933137065"
"2021-08-22","2.710933356278303","3.531664260624316","1.0123176007156496","115650","58116","0.5645829235434517"
"2021-09-20","2.0800945043609906","3.529066613483662","1.1330101771196026","154852","47047","0.43544175651445205"
"2018-01-01","0.7259511929134771","3.5106853815016055","4.138350197562738","6335","19194","0.12614966720210183"
"2021-10-03","2.2524890167831444","3.4919813834966718","0.9711408016835166","165863","49777","0.49034335755459535"
"2021-10-02","2.248618813775816","3.48109573528632","0.9802514435237196","128230","50029","0.4770853448072005"
"2018-01-03","1.0968308555065949","3.472552492567812","4.279730259583349","7654","20956","0.17683649790439515"
"2021-08-16","2.073768928551624","3.4689353330162986","0.912462853227063","103692","48730","0.4568134972732836"
"2021-08-14","2.190146144503838","3.439336987096231","0.9359051793830887","129236","50597","0.4654043622745113"
"2018-01-14","0.7917416911960957","3.4379022231280665","3.881962144477516","11782","20217","0.13689950267364315"
"2021-05-17","2.0317976706251777","3.4330578957988154","1.5998209856578576","127819","49529","0.44450234054449267"
"2021-10-04","2.1918862582798693","3.4252933666094294","0.9731393659531021","158714","48816","0.45045026786705294"
"2021-06-02","1.7537822332655524","3.4007189362866868","2.212370931596614","79058","42600","0.3749238281034596"
"2017-12-31","0.7141259737495427","3.3983595160173214","4.134952178188777","6930","19131","0.12436899394865604"
"2021-08-17","1.9243893355354438","3.3837072548057834","0.9308103363374605","107224","43715","0.427960566498749"
"2018-01-18","0.6478228224963761","3.367039329758542","2.597693984739628","10405","19553","0.11087969389857459"
"2018-01-19","0.6535463798868878","3.366718552278623","2.596480962959754","8581","19594","0.1100052412171046"
"2021-06-01","1.7357931161463878","3.363031120220971","2.2123590473513026","79783","42302","0.37372105626983476"
"2021-06-09","1.628507658852305","3.3371738449039725","2.1042017062804814","72976","40111","0.33967757233390516"
"2021-06-04","1.7087486059743857","3.336781689198986","2.147538083128472","90317","41966","0.35394195746343593"
"2018-01-17","0.6380356960785638","3.3292605862390094","2.6196746891862843","9658","19394","0.10836006710146799"
"2021-06-03","1.8454236998103288","3.32276243781369","2.1956628066261787","79043","44017","0.38752080299978797"
"2021-10-05","2.233713649975039","3.3163546722552906","0.9667101392118631","132143","49667","0.4565575500388534"
"2018-01-26","0.6207934710381408","3.307871435353462","2.5773146626260917","6947","19811","0.1079379483797572"
"2018-01-20","0.7068230015256027","3.3019225058227506","2.579424568763007","10017","20085","0.1210249585935401"
"2021-06-05","1.6563407519203222","3.3000094439943246","2.1254965956887033","83480","40648","0.3425881442396589"
"2018-01-16","0.620179694261432","3.299194389668563","2.6964600555753346","11752","19219","0.10520931272428323"
"2021-06-06","1.6773172249836303","3.2871217991794563","2.127389858089019","67699","41384","0.34880819376693184"
"2018-01-27","0.61974697476673","3.2867380814435108","2.5706173959583403","7484","19858","0.10745329463014945"
"2021-06-07","1.566265719858128","3.2781781653787805","2.1255030754395587","69745","39385","0.3334004213876298"
"2021-05-31","1.7383261098976144","3.2778571213146783","2.19816725678295","84230","42294","0.37353555260703664"
"2021-08-18","2.105277998274014","3.2709679139749173","1.0340152105539957","114070","49400","0.4735073197222292"
"2021-06-08","1.5838141879039087","3.269056697007782","2.1271761130526605","79355","39476","0.33135513583927734"
"2021-05-27","1.6565513941816463","3.2666227428875048","2.1002635640878187","81362","40685","0.3471010647316776"
"2018-01-15","0.7776885715546781","3.2657603530861383","3.8629813644163544","10950","20072","0.13330497029477403"
"2021-10-06","2.209874793234826","3.258139529911036","0.9636495712693879","165096","49103","0.4488152650565009"
"2018-01-21","0.6163041400674086","3.2383486686493366","2.622704713711627","7601","19511","0.10527462334818528"
"2021-05-21","1.5520877282565688","3.2376069725505667","1.9704414335723355","123858","39086","0.3342636971143867"
"2018-01-25","0.6327220060604979","3.2325240859456255","2.5745779351786933","6704","19859","0.10993995724315293"
"2021-10-08","2.237691391931052","3.2291160268417904","0.8949693884731721","153538","49696","0.4676980572257719"
"2021-05-18","2.004782443845504","3.2277025089932168","1.5277056459433518","123082","47178","0.43019609909203294"
"2021-05-16","2.303518610749096","3.2258916700322566","1.4843274094067074","133972","53062","0.48195005592643747"
"2018-01-10","0.7879565926298636","3.2237350156509765","4.320185527615747","9549","19794","0.1329192821441821"
"2021-07-05","1.4037469459379908","3.2079516394527214","1.0274952258938685","63707","35784","0.294757073298836"
"2021-07-03","1.404784795829494","3.200053458648199","1.042157807572389","52769","35537","0.2968156009934556"
"2021-07-06","1.4155691075820038","3.1991086475168795","1.0263485447129965","53669","35742","0.29040376074605684"
"2021-06-10","1.533174535331814","3.1900896050190326","2.1024920784158496","73525","38861","0.3210466418796482"
"2021-10-09","2.2689818891063154","3.1795279966382854","0.8974364309575664","130258","50234","0.4845063664706895"
"2021-10-10","2.1900071645858357","3.1717334022840364","0.8951038486361923","121916","49005","0.46860664938453517"
"2021-08-13","2.1392456524056427","3.169194425201417","0.9384403946440835","119098","49258","0.45242488546673987"
"2018-01-28","0.6335210082383155","3.1691780778191756","2.569455457580698","7656","20012","0.10870446128966826"
"2018-01-22","0.5647939804269988","3.1642616567376947","2.5804002301977738","7698","19254","0.09678744487116744"
"2021-06-26","1.252257231741061","3.1528917797605893","1.204816236052389","51329","33005","0.26389642169592"
"2021-05-19","1.4736813310184833","3.1487960850477195","1.581493729995877","166749","38711","0.33332517134214695"
"2021-07-04","1.4613966582318887","3.1485793356248752","1.020351711124068","55080","36737","0.3080187943430112"
"2021-10-11","2.172052415393178","3.1470658367895683","0.8851551280434338","113000","48496","0.465939077413098"
"2021-07-07","1.4043944554064391","3.1361964496531956","1.002908847111795","57879","35651","0.2957309854287089"
"2021-06-13","1.5569563187372326","3.1335273694258237","1.8889423747516183","53255","39036","0.33353397408186636"
"2018-01-11","0.6882774500304257","3.130435158475123","4.380016526433987","7605","19454","0.11621825561670675"
"2021-06-25","1.2525020127422197","3.129180013701626","1.2197638009934166","61121","33751","0.2680497908322866"
"2021-05-28","1.5140383518606688","3.1258813914808807","2.12931207501496","80743","38461","0.3164827099235759"
"2021-05-29","1.404094258188569","3.124549756644748","2.1787924052264906","75894","36739","0.30005285943950916"
"2021-06-11","1.43725382890366","3.1158592840234824","2.0658527816877457","70480","37180","0.3025929830345834"
"2021-10-07","2.2781092820251776","3.1156617709869514","0.9708285342206969","131564","50271","0.47303892956044996"
"2021-07-08","1.327785954486808","3.1145908043450716","1.004216243078352","58417","34566","0.2816184519264109"
"2021-06-28","1.3261041478814628","3.1101497522961146","1.1757897126536427","57622","34554","0.2832184558326902"
"2021-05-22","1.4646558945864125","3.106121703939924","1.982551702010762","106673","38097","0.32652721141084645"
"2021-07-09","1.3498375270802325","3.1040722361513904","1.014422926955073","63660","34834","0.2796456685077769"
"2021-06-27","1.338084131909226","3.098340979119123","1.1754832494432668","56148","34955","0.29109258854452585"
"2021-07-02","1.344704759040523","3.095232556846135","1.0447309873236736","54943","35386","0.2956266657139992"
"2021-10-12","2.1179437663389598","3.0939459437569092","0.8045907222210228","114149","47829","0.4644495502956457"
"2018-01-23","0.5650885937000556","3.0872299159290115","2.5812448492050746","7650","19302","0.09826497484134007"
"2018-01-29","0.5923096104686828","3.0865630461009284","2.4141004284610665","7485","19756","0.10234633273714998"
"2018-01-24","0.6297066815693131","3.086247224583932","2.58153428394042","7863","19705","0.10777812783716506"
"2021-07-13","1.264901921737554","3.0851294751657967","0.9559742161785153","56301","33273","0.2629018954216695"
"2021-07-11","1.3483066649403836","3.0821961342683233","0.9762101017159746","50117","34686","0.28627880463266114"
"2021-07-10","1.335635080032993","3.079078156921207","0.9989321697287997","61019","34567","0.2840219938436514"
"2021-06-14","1.5773714966966408","3.069557494608879","1.8742169077117763","62354","39229","0.33512170149732917"
"2021-06-21","1.174377474864706","3.060697737438978","1.3561696315797078","71134","32351","0.2529431108761077"
"2021-07-12","1.312828999426047","3.060141094561489","0.9752590396438746","54794","34048","0.2766135731340947"
"2021-07-01","1.3317248607913867","3.05939148968129","1.0420963106811107","53063","34565","0.282002063201102"
"2021-10-13","2.1895152609767146","3.0553766999191163","0.8002453091099835","139765","48859","0.4741837303743865"
"2021-06-29","1.372826350091465","3.0509090388152185","1.1086022790427026","68156","35307","0.30336727630006216"
"2021-10-14","2.173056478221045","3.046538352916823","0.7796581520614814","128621","48596","0.47661376902805286"
"2021-07-14","1.263931829388938","3.040429670238541","0.9597647981663482","61604","33195","0.2668318859211751"
"2021-06-19","1.3844529936448142","3.0369433347652293","1.3855438214473181","46792","36140","0.30141642954335257"
"2018-01-12","0.9031552983801113","3.036379192073154","4.45186669402363","7712","20524","0.155653861993198"
"2021-08-12","1.8333831851524423","3.034083315218893","0.7926892469076228","83122","41527","0.3812206523143545"
"2021-05-30","1.5763192383012206","3.033834012242568","2.2267956802728928","81998","39391","0.3427375541429617"
"2021-06-30","1.3852055577935363","3.030125612251801","1.0381518073772757","64029","35341","0.30044129733448105"
"2018-01-30","0.5076863243550436","3.0253081072008774","2.3701226741324373","7437","18913","0.08704805153939642"
"2021-07-16","1.1713504681496691","3.024422472999454","0.9519412154819896","58221","31466","0.2500521513493015"
"2021-05-23","1.3161892149162715","3.02073647069058","2.128596862121132","120754","35202","0.2879314892228182"
"2021-06-20","1.4260185599706408","3.015367241657045","1.2994876414865806","62610","36718","0.30594415411801884"
"2021-07-15","1.2259085945818025","3.012603312044968","0.9653064346598402","64122","32319","0.2561504142497078"
"2021-05-20","1.8041280197613256","3.0114059179493373","1.9261967147592138","130111","43416","0.3887087718039997"
"2021-06-18","1.4169325926307184","3.006272152321424","1.5844337338727756","53246","36501","0.3018812294746444"
"2021-06-16","1.4848406277372734","3.005394358984418","1.819780778534832","54455","37775","0.32511955441894486"
"2021-06-17","1.4824976468229862","3.004539591623743","1.8233536765608185","53331","37799","0.3150422158282571"
"2021-05-26","1.7813163156213996","2.9974243281168933","2.0786271401456156","108973","42547","0.37123840472369174"
"2021-10-15","2.2175928769755773","2.993818821345551","0.7798724061064712","136487","49277","0.4759038831008414"
"2021-06-15","1.5555542971344631","2.9935414385879593","1.8619382743833328","66760","39026","0.3554398038344662"
"2021-05-24","1.551558547603741","2.9863047692954314","2.061468721549793","113975","38792","0.32964480778128646"
"2021-05-25","1.5547352339345548","2.981160194429081","2.089014985631105","102061","39109","0.3286768139175074"
"2021-06-12","1.4789885224581871","2.967721166707368","1.89349457751728","60993","37921","0.31798720968971544"
"2021-06-24","1.3600883386803795","2.9675360569661633","1.325604506823828","67036","35319","0.3033706515386095"
"2021-06-22","1.1571626679147884","2.955250887907778","1.389984356372924","93039","31463","0.2441658025420665"
"2021-07-17","1.1727783630804076","2.9470752193627296","0.9610760457535785","52931","31380","0.2461670348654811"
"2021-07-19","1.1227671394759986","2.9384199675059595","0.9614750573259051","55149","30622","0.23744126119049733"
"2021-07-18","1.1821492189504479","2.9352833468081365","0.9530498575375705","46483","31565","0.24924705494646376"
"2021-03-01","1.2974603196076664","2.9279560909737232","1.822796547099547","82431","37696","0.2763048381861192"
"2021-10-16","2.178262924740649","2.925811569942465","0.76507130883636","124677","48805","0.46346904224573404"
"2018-01-31","0.5023119932538334","2.91062341829474","2.320127405731216","7246","18611","0.08611354711229713"
"2021-10-17","2.1580813656649007","2.900933686551844","0.7592781400777401","96733","48372","0.45595687437468907"
"2021-07-20","1.0551948511551945","2.8948628904100038","0.9696629057294333","60524","29131","0.21799877173007287"
"2021-02-28","1.3147695373265138","2.890532555598917","1.8579640846755523","91361","37898","0.2855328847792932"
"2018-02-04","0.3820251296976695","2.8896147836235184","1.9577996065340189","5478","17598","0.06841279663457493"
"2021-08-11","1.7954161195198062","2.8874449926468886","0.8540743965551144","109204","41649","0.38324135440559515"
"2021-06-23","1.2511774917564606","2.882077317094756","1.2662028275906219","61653","33170","0.2666384440538485"
"2021-07-22","1.1859234396801699","2.8772712186051157","0.8605950261847042","51712","31716","0.2532831232330345"
"2021-07-23","1.2082251560365012","2.865558045988649","0.8147485402172575","44093","31955","0.24968586554394348"
"2021-10-18","2.127836398089094","2.8623473584467725","0.7562456611223601","111769","48015","0.4748251445572204"
"2021-10-23","2.1662403809951356","2.853432789286518","0.5007402506128031","98791","48500","0.45817582498000836"
"2021-10-19","2.1100760340756906","2.8290827500559246","0.7540080568269336","121300","47877","0.46524468123315155"
"2021-07-25","1.2296981988605815","2.8255564734009995","0.7080286026422725","49137","32275","0.26991685584514885"
"2021-07-24","1.2339842693084628","2.8252485278650816","0.7567578233073158","46788","32285","0.2560201437507004"
"2021-07-21","1.1710664293459279","2.8155664780810175","0.8778200490061517","55272","31362","0.24898958065853816"
"2021-08-04","1.376233879415903","2.8134678822331383","0.6157109492157807","66187","35037","0.2941380615094543"
"2018-02-01","0.4108396833507856","2.809904700240505","2.3933600059165636","7395","17814","0.07135145869549463"
"2021-10-24","2.119951607239724","2.8046055407170147","0.49158858125892385","141688","47862","0.4402135593014096"
"2021-05-14","2.0093745296116907","2.804124941181835","1.4808104397029227","120822","50156","0.43328695059855543"
"2021-10-27","1.9130094776291144","2.800796755226052","0.5163902171508727","192868","42068","0.40483090990820747"
"2021-10-22","2.1554648299737336","2.7978477566709223","0.6894685461924096","128598","48462","0.4719696781676687"
"2021-11-10","2.0988358199790507","2.7854207462431497","0.6049773876465286","146793","46833","0.4417320582861475"
"2021-05-15","2.1790079784080745","2.7823714662631955","1.557190100766526","177321","52071","0.4764133344349784"
"2018-02-05","0.31406956153491056","2.7788043699153118","1.9891550022833648","6138","16338","0.05464629276025018"
"2018-02-06","0.3603831090897342","2.774720836711142","2.062998346232215","45042","16549","0.1194665325134098"
"2021-10-25","2.1451089922632334","2.774514221880577","0.4895487267469053","137039","48268","0.4648227145217552"
"2021-07-26","1.255395874518015","2.7670068212837693","0.7714611381141605","63803","33188","0.2711585718197269"
"2018-02-07","0.33236354246981537","2.7548260443333557","2.0692988503350294","6042","15956","0.05811860597026856"
"2021-10-21","2.138422485975449","2.7476681547606563","0.7001173136442116","135091","48328","0.46351051405937027"
"2021-07-27","1.2803756808389901","2.737834897511113","0.6986485459948479","111546","33151","0.3191439834899727"
"2021-10-20","2.1909502159916863","2.736326109480594","0.751122231101615","118918","49011","0.48840892083951654"
"2021-02-27","1.3166308328091159","2.7152707359866803","1.829196788214081","108499","37728","0.28322988747209726"
"2021-10-26","2.137821135895676","2.7129996462368875","0.49023027288776344","161650","48225","0.4503340814586744"
"2021-03-02","1.2245815244613123","2.7122092246863647","1.8220677222127788","74425","36248","0.25396441248346896"
"2021-08-05","1.3874001187793878","2.7118830070822275","0.6158057150863405","60771","35205","0.30001390848446735"
"2018-02-03","0.4604700123974413","2.695754967935183","1.917380606424816","7659","18288","0.0786762021471706"
"2021-07-28","1.2882034827169226","2.6746026679686254","0.6573775513718929","111212","32984","0.3138852619200651"
"2021-07-29","1.2861150620959767","2.664358159351046","0.6559572025854522","73069","33068","0.2863580607116095"
"2021-08-06","1.4029157159379206","2.6529192540754574","0.621779371195513","64842","35350","0.2997619784828814"
"2021-08-02","1.3090670386359056","2.6386224450378934","0.6253279313841335","54040","33750","0.28692503046138657"
"2022-01-18","1.4587726551836133","2.638289186688355","1.1029973411092606","223251","33737","0.45000101399694786"
"2021-08-03","1.3693901856270771","2.6344620162343744","0.6189163394862461","64686","34780","0.29903396552540046"
"2021-07-30","1.311151042191772","2.6289122311831004","0.6553271995615196","65242","33391","0.26947575291171205"
"2021-03-03","1.2137710213166926","2.6255823504822877","1.7534072122023563","106666","36592","0.26889451876940146"
"2018-02-08","0.3426560163879395","2.6234117015188514","2.0599633455878226","2429","16837","0.06748969202718148"
"2021-10-28","1.9877604421708481","2.610829846650882","0.6095507786544717","186534","43710","0.42040526232806213"
"2018-02-11","0.34987634920419514","2.610034962499821","2.0708478514360364","5819","16406","0.06203686919489885"
"2021-11-09","2.269547352835721","2.6057781563280966","0.622271338805861","166874","49671","0.4880475958274446"
"2021-08-07","1.4746587257032386","2.6051585588225508","0.5890349058302125","66604","36611","0.3139331448639566"
"2018-02-02","0.40093245670918287","2.6028859696724767","2.37640632342193","9764","17760","0.06978562106575173"
"2021-08-08","1.4268041802449343","2.597354515789298","0.6141611115975231","62772","36164","0.3128581374252563"
"2021-08-01","1.315105412160348","2.59300864862105","0.6261409426559001","60131","33642","0.27858805427793354"
"2021-10-29","2.0152727672940007","2.581894376773485","0.5669592000307346","256976","45849","0.4141249728387558"
"2021-08-09","1.4752841060654143","2.5808072643525204","0.628922560919261","99955","36622","0.32955013619190204"
"2021-11-11","2.0802872110377404","2.57967059630907","0.6533140729880841","161587","46838","0.43288792909276796"
"2021-07-31","1.3199747120014607","2.5734179218534394","0.6462695401219396","58635","33811","0.28069409049601957"
"2021-11-12","2.0458549014746756","2.5561529259678086","0.6525122951565688","204171","46347","0.41653338499130727"
"2021-08-10","1.6772738250138544","2.5492285786003253","0.6555397181891739","81472","39808","0.35600957222410573"
"2017-12-30","0.6291329710961158","2.5428301041818857","4.208004044898623","11357","18893","0.11537105841291909"
"2018-02-12","0.3698118762878565","2.5240392074094125","1.7255952825751972","7199","16598","0.0651266415115195"
"2021-10-30","1.9560536667241786","2.5234486806955876","0.5715019313728934","185512","42334","0.4116072372307735"
"2021-11-14","2.040172226547412","2.517586960881977","0.6410738630306322","220100","46094","0.3995130253739075"
"2021-11-13","2.0510788972123066","2.5119483844236363","0.6415821737955131","229455","46408","0.4029057666455938"
"2018-02-10","0.38319006757738616","2.508591409049696","2.0924910986478285","7637","16731","0.06783589914602162"
"2021-11-15","2.017717983713948","2.504334737968442","0.6358729226574112","253020","45913","0.38932740239958574"
"2021-03-04","1.1125169016750074","2.503045190972734","1.818482238246107","117976","34832","0.24994480825972096"
"2021-11-04","1.9838676461396463","2.489119696079063","0.5397304914853135","141077","43013","0.4459528401008519"
"2021-11-01","1.94993563923161","2.4862733722857517","0.5150663480277935","161330","42398","0.42841518387479105"
"2021-10-31","1.9662070328146664","2.482419350316928","0.5691897282534016","175696","42841","0.41609133387737396"
"2021-11-08","2.1265018204360966","2.4789248002377695","0.5367119378473402","149311","47354","0.4659751662760769"
"2021-11-05","1.983625457628857","2.478035126113276","0.5471407862183434","149560","42770","0.4748896728705803"
"2021-11-16","1.8757346091190141","2.475604345760523","0.6509793556271006","283486","40974","0.36195463618327206"
"2018-02-09","0.3762871244768784","2.463790511114784","2.088069886546443","5062","16712","0.06619517227075214"
"2021-03-06","1.1296663474388924","2.462867953978074","1.824978958471434","77058","35359","0.2496383439621277"
"2021-11-07","2.0222522354379637","2.4603248961621897","0.5353734090520621","152187","45896","0.44674309817049995"
"2018-02-13","0.3535423432830819","2.4517869973434734","1.7265036998907992","5946","16381","0.0621449451947956"
"2021-11-02","1.9722797790488902","2.4511754837143918","0.5165392766601206","154298","42711","0.4309538130064141"
"2021-03-18","1.229752366878433","2.4381350545945346","1.4900489602931901","131626","36850","0.2786291870787304"
"2021-11-06","2.0060429248722387","2.4336259969977085","0.5464205142757218","143423","45514","0.4355829291867334"
"2018-02-14","0.3891406419789069","2.429730260528632","1.761910477043362","5376","16738","0.06854149829347701"
"2022-01-19","1.3370369338446","2.4261409693923133","1.098534307788655","233319","31884","0.38969882449849835"
"2018-02-15","0.38571537100274284","2.4020413452955487","1.7623368265285482","5498","16763","0.06840863152440098"
"2018-05-03","0.36613537730240747","2.400866013004051","1.7336286156083545","5646","16362","0.06535623323832429"
"2021-11-03","2.0638853635936845","2.390889744585382","0.5473072696003131","196776","46820","0.46266377020983895"
"2021-03-05","1.1594124702990798","2.382889164977045","1.8108656091760014","97603","35848","0.2589615188430237"
"2021-03-07","1.1308861516465265","2.3800469929553842","1.6906592230829618","78035","35365","0.24766040769054432"
"2017-12-20","0.4881311352545238","2.365139707490393","6.254590817574413","16847","16836","0.08151713732904296"
"2017-12-19","0.5258631219901191","2.363480008374262","6.218894249455131","21375","17303","0.09081252929555277"
"2021-11-21","1.8370751117974724","2.3609512957911285","0.7060224833488017","228239","40429","0.37105969172202213"
"2018-05-02","0.37124395163508395","2.359407182789455","1.7259204156415024","6299","16431","0.06581636116877325"
"2018-04-29","0.3619412418246203","2.35249068718857","1.716919073819459","7963","16338","0.06495545701380645"
"2018-04-30","0.3408487380857914","2.339785789997138","1.7421654099071904","6129","15875","0.059830690099679805"
"2021-11-23","1.7513147144572447","2.3340918435846927","0.7205464000771135","383721","38681","0.34917724867382094"
"2021-02-26","1.2435629842113451","2.330243626236806","1.777419152909078","103886","36356","0.26946715387760706"
"2021-05-13","1.9334523391733762","2.314646568228915","1.331704802833515","149502","45804","0.41053140466285576"
"2018-02-16","0.3912691471401562","2.309066259122132","1.6451087418277708","5516","16797","0.06878381485798893"
"2021-11-18","1.78749900545772","2.304513798734091","0.6885555079790233","196078","39239","0.3761478000732227"
"2021-11-17","1.8778079128843064","2.3038992639377076","0.6746495049878429","233552","40648","0.39627448793453807"
"2021-05-12","1.5656063524542998","2.3025475122594585","1.1873222080401913","106359","41086","0.3399981931686259"
"2021-05-10","1.6444122513328336","2.299058999728592","1.1389171264033722","118438","41688","0.349113433447079"
"2021-03-20","1.2007430792035985","2.2968935699463384","1.5447022978692468","91818","35970","0.26902837336187957"
"2018-02-17","0.4109839734995303","2.2932423806659292","1.6545359218278046","6376","17087","0.07264913385929862"
"2021-11-20","1.9237703764218426","2.2897469016204015","0.6948935552984532","131493","41448","0.4099871190292472"
"2018-05-01","0.35496829293910825","2.2842081741613787","1.7391866462642405","5958","16122","0.06301698726702787"
"2021-03-08","1.1190768116563095","2.2779048967386","1.6143683762899006","78060","34967","0.24901653007603167"
"2021-03-17","1.3773609637339066","2.273724616030851","1.4347870658463813","119779","40061","0.30473336870396744"
"2018-02-18","0.3633739229129269","2.271131785991711","1.6863338177827207","5165","16523","0.0641714918720733"
"2022-01-17","1.6031392058352147","2.263308238368654","0.9500680108915688","218276","35070","0.48935991092435616"
"2021-11-22","1.7776247208203357","2.258511891406577","0.7175341272088137","485693","39145","0.33113743579917804"
"2021-03-27","1.1770252599319264","2.2518338744085806","1.3876848461166718","68043","35313","0.2521577887270332"
"2022-01-20","1.2592922254416976","2.250823760702489","1.1326900804110827","286390","30527","0.357283692539399"
"2017-12-22","0.40750928814247755","2.2437154492678766","6.317138367924474","13907","16630","0.0727246347274942"
"2021-03-10","1.1330860318688318","2.240912910097683","1.631610551923439","66203","35235","0.24999533209791758"
"2018-05-04","0.35756469066062213","2.237575980512572","1.7222890565928268","5322","16239","0.06373456302857329"
